VW, ArtistAndTitle, WeeksAndPeak, Rank, Week
VW 48,Calvin Harris &amp; Rag'n'Bone Man</b><br/>Giant</a>,W 24 | P 5,50,30.06.2019
VW 54,Dynoro &amp; Gigi D'Agostino</b><br/>In My Mind</a>,W 51 | P 1,51,30.06.2019
VW 55,Ed Sheeran feat. Chance The Rapper &amp; PnB Rock</b><br/>Cross Me</a>,W 5 | P 21,52,30.06.2019
VW 52,Nicky Jam x Ozuna</b><br/>Te robaré</a>,W 14 | P 28,53,30.06.2019
VW 56,Sech feat. Darell</b><br/>Otro trago</a>,W 5 | P 54,54,30.06.2019
VW 57,Takagi &amp; Ketra| Omi &amp; Giusy Ferreri</b><br/>Jambo</a>,W 5 | P 55,55,30.06.2019
VW 29,Chris Brown feat. Drake</b><br/>No Guidance</a>,W 3 | P 29,56,30.06.2019
VW 49,Kygo and Rita Ora</b><br/>Carry On</a>,W 10 | P 28,57,30.06.2019
VW 31,Nekfeu feat. Damso</b><br/>Tricheur</a>,W 3 | P 12,58,30.06.2019
VW 58,Panic! At The Disco</b><br/>High Hopes</a>,W 47 | P 3,59,30.06.2019
VW 60,Alan Walker| Sabrina Carpenter &amp; Farruko</b><br/>On My Way</a>,W 14 | P 34,60,30.06.2019
VW 62,Patent Ochsner</b><br/>Für immer uf di</a>,W 17 | P 2,61,30.06.2019
VW 79,Lo &amp; Leduc</b><br/>079</a>,W 73 | P 1,62,30.06.2019
VW 65,The Chainsmokers feat. Bebe Rexha</b><br/>Call You Mine</a>,W 4 | P 42,63,30.06.2019
VW 66,Ariana Grande</b><br/>7 Rings</a>,W 23 | P 1,64,30.06.2019
VW 67,Maluma</b><br/>11 PM</a>,W 6 | P 50,65,30.06.2019
VW 35,Loredana</b><br/>Labyrinth</a>,W 3 | P 17,66,30.06.2019
VW 68,Shindy</b><br/>Nautilus</a>,W 7 | P 2,67,30.06.2019
VW 25,Sido feat. Yonii &amp; Beka</b><br/>Melatonin</a>,W 2 | P 25,68,30.06.2019
VW 92,R3hab x A Touch Of Class</b><br/>All Around The World (La La La)</a>,W 2 | P 69,69,30.06.2019
VW 61,Ed Sheeran</b><br/>Perfect</a>,W 93 | P 1,70,30.06.2019
VW 81,Capital Bra feat. Summer Cem &amp; KC Rebell</b><br/>Rolex</a>,W 11 | P 1,71,30.06.2019
VW 38,Ufo361</b><br/>Irina Shayk</a>,W 3 | P 13,72,30.06.2019
re,Tiësto| Jonas Blue &amp; Rita Ora</b><br/>Ritual</a>,W 2 | P 56,73,30.06.2019
VW 47,Juju feat. Henning May</b><br/>Vermissen</a>,W 8 | P 13,74,30.06.2019
VW 72,Capital Bra</b><br/>Cherry Lady</a>,W 14 | P 1,75,30.06.2019
VW 71,Robin Schulz feat. Erika Sirola</b><br/>Speechless</a>,W 31 | P 9,76,30.06.2019
VW 90,Sam Smith</b><br/>Fire On Fire</a>,W 8 | P 35,77,30.06.2019
VW 86,Loud Luxury feat. Brando</b><br/>Body</a>,W 53 | P 15,78,30.06.2019
VW 43,Taylor Swift feat. Brendon Urie of Panic! At The Disco</b><br/>Me!</a>,W 9 | P 12,79,30.06.2019
VW 89,Bad Bunny &amp; Tainy</b><br/>Callaita</a>,W 2 | P 80,80,30.06.2019
VW 76,James Arthur</b><br/>Falling Like The Stars</a>,W 5 | P 28,81,30.06.2019
neu,Lil Nas X &amp; Cardi B</b><br/>Rodeo</a>,W 1 | P 82,82,30.06.2019
VW 78,Lauren Daigle</b><br/>You Say</a>,W 8 | P 71,83,30.06.2019
neu,LX &amp; Maxwell</b><br/>Strassenbande</a>,W 1 | P 84,84,30.06.2019
VW 95,Aya Nakamura</b><br/>Pookie</a>,W 3 | P 85,85,30.06.2019
VW 75,Lunay</b><br/>Soltera</a>,W 7 | P 58,86,30.06.2019
VW 87,Dardan</b><br/>Coco Mama</a>,W 12 | P 12,87,30.06.2019
VW 91,Post Malone</b><br/>Wow.</a>,W 26 | P 11,88,30.06.2019
neu,Ali Gatie</b><br/>It's You</a>,W 1 | P 89,89,30.06.2019
VW 59,Angèle</b><br/>Balance ton quoi</a>,W 11 | P 33,90,30.06.2019
VW 63,Dermot Kennedy</b><br/>Power Over Me</a>,W 21 | P 29,91,30.06.2019
VW 42,Fero47</b><br/>NENENE</a>,W 3 | P 25,92,30.06.2019
VW 64,Rammstein</b><br/>Deutschland</a>,W 13 | P 1,93,30.06.2019
neu,Imagine Dragons</b><br/>Birds</a>,W 1 | P 94,94,30.06.2019
VW 69,Samra</b><br/>Marlboro Rot</a>,W 5 | P 7,95,30.06.2019
neu,Sebastián Yatra| Daddy Yankee| Jonas Brothers| Natti Natasha</b><br/>Runaway</a>,W 1 | P 96,96,30.06.2019
VW 85,Billie Eilish</b><br/>When The Party's Over</a>,W 36 | P 23,97,30.06.2019
re,Luis Fonsi feat. Daddy Yankee</b><br/>Despacito</a>,W 98 | P 1,98,30.06.2019
re,Sean Paul &amp; J Balvin</b><br/>Contra la pared</a>,W 12 | P 57,99,30.06.2019
re,Aya Nakamura</b><br/>Djadja</a>,W 41 | P 32,100,30.06.2019
VW 2,Shawn Mendes &amp; Camila Cabello</b><br/>Señorita</a>,W 2 | P 1,1,07.07.2019
VW 3,Lil Nas X</b><br/>Old Town Road</a>,W 15 | P 1,2,07.07.2019
VW 1,Capital Bra x Samra</b><br/>Tilidin</a>,W 2 | P 1,3,07.07.2019
VW 4,Ed Sheeran &amp; Justin Bieber</b><br/>I Don't Care</a>,W 8 | P 1,4,07.07.2019
VW 5,Luca Hänni</b><br/>She Got Me</a>,W 17 | P 1,5,07.07.2019
neu,Shirin David feat. Maître Gims</b><br/>On Off</a>,W 1 | P 6,6,07.07.2019
VW 12,DJ Snake &amp; J Balvin feat. Tyga</b><br/>Loco contigo</a>,W 3 | P 7,7,07.07.2019
neu,Ed Sheeran feat. Khalid</b><br/>Beautiful People</a>,W 1 | P 8,8,07.07.2019
VW 11,Meduza feat. Goodboys</b><br/>Piece Of Your Heart</a>,W 8 | P 9,9,07.07.2019
VW 6,Billie Eilish</b><br/>Bad Guy</a>,W 14 | P 2,10,07.07.2019
VW 7,Daddy Yankee feat. Snow</b><br/>Con calma</a>,W 23 | P 2,11,07.07.2019
VW 9,Pedro Capó</b><br/>Calma</a>,W 27 | P 2,12,07.07.2019
VW 10,Lewis Capaldi</b><br/>Someone You Loved</a>,W 24 | P 3,13,07.07.2019
neu,Kygo x Whitney Houston</b><br/>Higher Love</a>,W 1 | P 14,14,07.07.2019
neu,Ufo361 feat. Data Luv</b><br/>Shot</a>,W 1 | P 15,15,07.07.2019
VW 19,Loco Escrito</b><br/>Punto</a>,W 10 | P 2,16,07.07.2019
VW 29,Maître Gims &amp; Maluma</b><br/>Hola señorita</a>,W 9 | P 17,17,07.07.2019
VW 18,Samra &amp; Capital Bra</b><br/>Wieder Lila</a>,W 7 | P 2,18,07.07.2019
VW 13,Lady Gaga &amp; Bradley Cooper</b><br/>Shallow</a>,W 40 | P 1,19,07.07.2019
VW 17,Avicii feat. Aloe Blacc</b><br/>SOS</a>,W 13 | P 3,20,07.07.2019
VW 22,Mahmood</b><br/>Soldi</a>,W 19 | P 5,21,07.07.2019
VW 21,Ozuna</b><br/>Baila baila baila</a>,W 25 | P 14,22,07.07.2019
neu,Luciano [DE]</b><br/>Im Plus</a>,W 1 | P 23,23,07.07.2019
VW 25,Martin Garrix feat. Macklemore &amp; Patrick Stump of Fall Out Boy</b><br/>Summer Days</a>,W 10 | P 22,24,07.07.2019
VW 15,Summer Cem feat. Capital Bra</b><br/>Diamonds</a>,W 3 | P 5,25,07.07.2019
VW 23,Mabel [UK]</b><br/>Don't Call Me Up</a>,W 20 | P 9,26,07.07.2019
VW 28,OneRepublic</b><br/>Rescue Me</a>,W 7 | P 27,27,07.07.2019
VW 24,Lady Gaga</b><br/>Always Remember Us This Way</a>,W 39 | P 7,28,07.07.2019
VW 26,Jonas Brothers</b><br/>Sucker</a>,W 18 | P 12,29,07.07.2019
VW 27,Farid Bang feat. French Montana &amp; Khaled</b><br/>Maghreb Gang</a>,W 4 | P 6,30,07.07.2019
neu,J Balvin &amp; Bad Bunny</b><br/>Qué pretendes</a>,W 1 | P 31,31,07.07.2019
VW 20,Kalazh44| Capital Bra &amp; Samra feat. Nimo &amp; Luciano</b><br/>Royal Rumble</a>,W 3 | P 4,32,07.07.2019
VW 46,Dennis Lloyd</b><br/>Never Go Back</a>,W 16 | P 33,33,07.07.2019
VW 36,Adel Tawil feat. Peachy</b><br/>Tu m'appelles</a>,W 8 | P 34,34,07.07.2019
VW 31,Alec Benjamin</b><br/>Let Me Down Slowly</a>,W 25 | P 20,35,07.07.2019
VW 41,YG feat. Tyga &amp; Jon Z</b><br/>Go Loko</a>,W 8 | P 36,36,07.07.2019
VW 39,Robin Schulz feat. Harloe</b><br/>All This Love</a>,W 6 | P 28,37,07.07.2019
VW 30,Drake feat. Rick Ross</b><br/>Money In The Grave</a>,W 3 | P 30,38,07.07.2019
VW 35,Katy Perry</b><br/>Never Really Over</a>,W 5 | P 21,39,07.07.2019
VW 33,Shawn Mendes</b><br/>If I Can't Have You</a>,W 9 | P 8,40,07.07.2019
VW 52,Ed Sheeran feat. Chance The Rapper &amp; PnB Rock</b><br/>Cross Me</a>,W 6 | P 21,41,07.07.2019
VW 32,Taylor Swift</b><br/>You Need To Calm Down</a>,W 3 | P 22,42,07.07.2019
VW 55,Takagi &amp; Ketra| Omi &amp; Giusy Ferreri</b><br/>Jambo</a>,W 6 | P 43,43,07.07.2019
VW 53,Nicky Jam x Ozuna</b><br/>Te robaré</a>,W 15 | P 28,44,07.07.2019
VW 14,Dardan feat. Eno</b><br/>Wer macht Para 2</a>,W 2 | P 14,45,07.07.2019
VW 40,Ava Max</b><br/>So Am I</a>,W 17 | P 18,46,07.07.2019
VW 60,Alan Walker| Sabrina Carpenter &amp; Farruko</b><br/>On My Way</a>,W 15 | P 34,47,07.07.2019
neu,Chris Brown feat. Justin Bieber &amp; Ink</b><br/>Don't Check On Me</a>,W 1 | P 48,48,07.07.2019
VW 34,Ava Max</b><br/>Sweet But Psycho</a>,W 36 | P 1,49,07.07.2019
VW 50,Calvin Harris &amp; Rag'n'Bone Man</b><br/>Giant</a>,W 25 | P 5,50,07.07.2019
VW 43,Lil Nas X</b><br/>Panini</a>,W 2 | P 43,51,07.07.2019
VW 44,Young Thug feat. J. Cole &amp; Travis Scott</b><br/>The London</a>,W 6 | P 20,52,07.07.2019
VW 37,Avicii</b><br/>Heaven</a>,W 4 | P 11,53,07.07.2019
VW 69,R3hab x A Touch Of Class</b><br/>All Around The World (La La La)</a>,W 3 | P 54,54,07.07.2019
VW 63,The Chainsmokers feat. Bebe Rexha</b><br/>Call You Mine</a>,W 5 | P 42,55,07.07.2019
VW 38,Luciano [DE]</b><br/>La haine</a>,W 5 | P 4,56,07.07.2019
VW 57,Kygo and Rita Ora</b><br/>Carry On</a>,W 11 | P 28,57,07.07.2019
VW 51,Dynoro &amp; Gigi D'Agostino</b><br/>In My Mind</a>,W 52 | P 1,58,07.07.2019
VW 54,Sech feat. Darell</b><br/>Otro trago</a>,W 6 | P 54,59,07.07.2019
VW 59,Panic! At The Disco</b><br/>High Hopes</a>,W 48 | P 3,60,07.07.2019
VW 65,Maluma</b><br/>11 PM</a>,W 7 | P 50,61,07.07.2019
VW 45,Imagine Dragons</b><br/>Bad Liar</a>,W 34 | P 4,62,07.07.2019
VW 8,Lo &amp; Leduc</b><br/>Online</a>,W 2 | P 8,63,07.07.2019
VW 56,Chris Brown feat. Drake</b><br/>No Guidance</a>,W 4 | P 29,64,07.07.2019
VW 61,Patent Ochsner</b><br/>Für immer uf di</a>,W 18 | P 2,65,07.07.2019
VW 89,Ali Gatie</b><br/>It's You</a>,W 2 | P 66,66,07.07.2019
re,Sarah Connor</b><br/>Vincent</a>,W 5 | P 38,67,07.07.2019
neu,Leon Machère &amp; Kay One feat. Tilly</b><br/>Portofino</a>,W 1 | P 68,68,07.07.2019
VW 80,Bad Bunny &amp; Tainy</b><br/>Callaita</a>,W 3 | P 69,69,07.07.2019
VW 81,James Arthur</b><br/>Falling Like The Stars</a>,W 6 | P 28,70,07.07.2019
VW 64,Ariana Grande</b><br/>7 Rings</a>,W 24 | P 1,71,07.07.2019
VW 86,Lunay</b><br/>Soltera</a>,W 8 | P 58,72,07.07.2019
re,Mabel [UK]</b><br/>Mad Love</a>,W 2 | P 73,73,07.07.2019
VW 76,Robin Schulz feat. Erika Sirola</b><br/>Speechless</a>,W 32 | P 9,74,07.07.2019
VW 73,Tiësto| Jonas Blue &amp; Rita Ora</b><br/>Ritual</a>,W 3 | P 56,75,07.07.2019
VW 83,Lauren Daigle</b><br/>You Say</a>,W 9 | P 71,76,07.07.2019
re,Jax Jones &amp; Martin Solveig present Europa feat. Madison Beer</b><br/>All Day And Night</a>,W 4 | P 77,77,07.07.2019
VW 79,Taylor Swift feat. Brendon Urie of Panic! At The Disco</b><br/>Me!</a>,W 10 | P 12,78,07.07.2019
neu,J-Ax</b><br/>Ostia lido</a>,W 1 | P 79,79,07.07.2019
VW 16,Shindy</b><br/>EFH</a>,W 2 | P 16,80,07.07.2019
VW 78,Loud Luxury feat. Brando</b><br/>Body</a>,W 54 | P 15,81,07.07.2019
VW 82,Lil Nas X &amp; Cardi B</b><br/>Rodeo</a>,W 2 | P 82,82,07.07.2019
VW 71,Capital Bra feat. Summer Cem &amp; KC Rebell</b><br/>Rolex</a>,W 12 | P 1,83,07.07.2019
neu,LX &amp; Maxwell feat. Bonez MC| Gzuz| Sa4</b><br/>100 Round Drum</a>,W 1 | P 84,84,07.07.2019
VW 99,Sean Paul &amp; J Balvin</b><br/>Contra la pared</a>,W 13 | P 57,85,07.07.2019
neu,Giovanni Zarrella feat. Pietro Lombardi</b><br/>Senza te (Ohne dich)</a>,W 1 | P 86,86,07.07.2019
VW 93,Rammstein</b><br/>Deutschland</a>,W 14 | P 1,87,07.07.2019
VW 75,Capital Bra</b><br/>Cherry Lady</a>,W 15 | P 1,88,07.07.2019
VW 98,Luis Fonsi feat. Daddy Yankee</b><br/>Despacito</a>,W 99 | P 1,89,07.07.2019
VW 85,Aya Nakamura</b><br/>Pookie</a>,W 4 | P 85,90,07.07.2019
VW 58,Nekfeu feat. Damso</b><br/>Tricheur</a>,W 4 | P 12,91,07.07.2019
VW 74,Juju feat. Henning May</b><br/>Vermissen</a>,W 9 | P 13,92,07.07.2019
VW 90,Angèle</b><br/>Balance ton quoi</a>,W 12 | P 33,93,07.07.2019
VW 62,Lo &amp; Leduc</b><br/>079</a>,W 74 | P 1,94,07.07.2019
VW 91,Dermot Kennedy</b><br/>Power Over Me</a>,W 22 | P 29,95,07.07.2019
VW 47,Mero</b><br/>Olabilir</a>,W 3 | P 14,96,07.07.2019
VW 88,Post Malone</b><br/>Wow.</a>,W 27 | P 11,97,07.07.2019
re,Petit Biscuit</b><br/>Sunset Lover</a>,W 33 | P 44,98,07.07.2019
VW 97,Billie Eilish</b><br/>When The Party's Over</a>,W 37 | P 23,99,07.07.2019
re,Jonas Brothers</b><br/>Only Human</a>,W 2 | P 96,100,07.07.2019
VW 1,Shawn Mendes &amp; Camila Cabello</b><br/>Señorita</a>,W 3 | P 1,1,14.07.2019
VW 2,Lil Nas X</b><br/>Old Town Road</a>,W 16 | P 1,2,14.07.2019
VW 4,Ed Sheeran &amp; Justin Bieber</b><br/>I Don't Care</a>,W 9 | P 1,3,14.07.2019
neu,Loredana</b><br/>Jetzt rufst du an</a>,W 1 | P 4,4,14.07.2019
VW 7,DJ Snake &amp; J Balvin feat. Tyga</b><br/>Loco contigo</a>,W 4 | P 5,5,14.07.2019
VW 5,Luca Hänni</b><br/>She Got Me</a>,W 18 | P 1,6,14.07.2019
VW 3,Capital Bra x Samra</b><br/>Tilidin</a>,W 3 | P 1,7,14.07.2019
VW 10,Billie Eilish</b><br/>Bad Guy</a>,W 15 | P 2,8,14.07.2019
VW 9,Meduza feat. Goodboys</b><br/>Piece Of Your Heart</a>,W 9 | P 9,9,14.07.2019
VW 11,Daddy Yankee feat. Snow</b><br/>Con calma</a>,W 24 | P 2,10,14.07.2019
VW 13,Lewis Capaldi</b><br/>Someone You Loved</a>,W 25 | P 3,11,14.07.2019
neu,Post Malone feat. Young Thug</b><br/>Goodbyes</a>,W 1 | P 12,12,14.07.2019
VW 17,Maître Gims &amp; Maluma</b><br/>Hola señorita</a>,W 10 | P 13,13,14.07.2019
VW 8,Ed Sheeran feat. Khalid</b><br/>Beautiful People</a>,W 2 | P 8,14,14.07.2019
VW 12,Pedro Capó</b><br/>Calma</a>,W 28 | P 2,15,14.07.2019
VW 19,Lady Gaga &amp; Bradley Cooper</b><br/>Shallow</a>,W 41 | P 1,16,14.07.2019
VW 16,Loco Escrito</b><br/>Punto</a>,W 11 | P 2,17,14.07.2019
VW 18,Samra &amp; Capital Bra</b><br/>Wieder Lila</a>,W 8 | P 2,18,14.07.2019
VW 6,Shirin David feat. Maître Gims</b><br/>On Off</a>,W 2 | P 6,19,14.07.2019
neu,Summer Cem x Gringo</b><br/>Yallah Goodbye</a>,W 1 | P 20,20,14.07.2019
VW 20,Avicii feat. Aloe Blacc</b><br/>SOS</a>,W 14 | P 3,21,14.07.2019
VW 21,Mahmood</b><br/>Soldi</a>,W 20 | P 5,22,14.07.2019
VW 26,Mabel [UK]</b><br/>Don't Call Me Up</a>,W 21 | P 9,23,14.07.2019
VW 28,Lady Gaga</b><br/>Always Remember Us This Way</a>,W 40 | P 7,24,14.07.2019
VW 24,Martin Garrix feat. Macklemore &amp; Patrick Stump of Fall Out Boy</b><br/>Summer Days</a>,W 11 | P 22,25,14.07.2019
VW 27,OneRepublic</b><br/>Rescue Me</a>,W 8 | P 26,26,14.07.2019
VW 14,Kygo x Whitney Houston</b><br/>Higher Love</a>,W 2 | P 14,27,14.07.2019
VW 22,Ozuna</b><br/>Baila baila baila</a>,W 26 | P 14,28,14.07.2019
VW 29,Jonas Brothers</b><br/>Sucker</a>,W 19 | P 12,29,14.07.2019
VW 34,Adel Tawil feat. Peachy</b><br/>Tu m'appelles</a>,W 9 | P 30,30,14.07.2019
VW 33,Dennis Lloyd</b><br/>Never Go Back</a>,W 17 | P 31,31,14.07.2019
VW 25,Summer Cem feat. Capital Bra</b><br/>Diamonds</a>,W 4 | P 5,32,14.07.2019
VW 15,Ufo361 feat. Data Luv</b><br/>Shot</a>,W 2 | P 15,33,14.07.2019
VW 46,Ava Max</b><br/>So Am I</a>,W 18 | P 18,34,14.07.2019
VW 35,Alec Benjamin</b><br/>Let Me Down Slowly</a>,W 26 | P 20,35,14.07.2019
VW 43,Takagi &amp; Ketra| Omi &amp; Giusy Ferreri</b><br/>Jambo</a>,W 7 | P 36,36,14.07.2019
VW 37,Robin Schulz feat. Harloe</b><br/>All This Love</a>,W 7 | P 28,37,14.07.2019
VW 39,Katy Perry</b><br/>Never Really Over</a>,W 6 | P 21,38,14.07.2019
VW 36,YG feat. Tyga &amp; Jon Z</b><br/>Go Loko</a>,W 9 | P 36,39,14.07.2019
neu,Ed Sheeran feat. Yebba</b><br/>Best Part Of Me</a>,W 1 | P 40,40,14.07.2019
VW 38,Drake feat. Rick Ross</b><br/>Money In The Grave</a>,W 4 | P 30,41,14.07.2019
VW 40,Shawn Mendes</b><br/>If I Can't Have You</a>,W 10 | P 8,42,14.07.2019
VW 54,R3hab x A Touch Of Class</b><br/>All Around The World (La La La)</a>,W 4 | P 43,43,14.07.2019
VW 50,Calvin Harris &amp; Rag'n'Bone Man</b><br/>Giant</a>,W 26 | P 5,44,14.07.2019
VW 58,Dynoro &amp; Gigi D'Agostino</b><br/>In My Mind</a>,W 53 | P 1,45,14.07.2019
VW 49,Ava Max</b><br/>Sweet But Psycho</a>,W 37 | P 1,46,14.07.2019
VW 30,Farid Bang feat. French Montana &amp; Khaled</b><br/>Maghreb Gang</a>,W 5 | P 6,47,14.07.2019
VW 66,Ali Gatie</b><br/>It's You</a>,W 3 | P 48,48,14.07.2019
VW 52,Young Thug feat. J. Cole &amp; Travis Scott</b><br/>The London</a>,W 7 | P 20,49,14.07.2019
VW 42,Taylor Swift</b><br/>You Need To Calm Down</a>,W 4 | P 22,50,14.07.2019
neu,Dardan</b><br/>Komm zu Hypnotize</a>,W 1 | P 51,51,14.07.2019
VW 23,Luciano [DE]</b><br/>Im Plus</a>,W 2 | P 23,52,14.07.2019
VW 44,Nicky Jam x Ozuna</b><br/>Te robaré</a>,W 16 | P 28,53,14.07.2019
VW 62,Imagine Dragons</b><br/>Bad Liar</a>,W 35 | P 4,54,14.07.2019
VW 31,J Balvin &amp; Bad Bunny</b><br/>Qué pretendes</a>,W 2 | P 31,55,14.07.2019
VW 57,Kygo and Rita Ora</b><br/>Carry On</a>,W 12 | P 28,56,14.07.2019
VW 55,The Chainsmokers feat. Bebe Rexha</b><br/>Call You Mine</a>,W 6 | P 42,57,14.07.2019
VW 51,Lil Nas X</b><br/>Panini</a>,W 3 | P 43,58,14.07.2019
VW 32,Kalazh44| Capital Bra &amp; Samra feat. Nimo &amp; Luciano</b><br/>Royal Rumble</a>,W 4 | P 4,59,14.07.2019
VW 60,Panic! At The Disco</b><br/>High Hopes</a>,W 49 | P 3,60,14.07.2019
neu,Dimitri Vegas &amp; Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha</b><br/>Instagram</a>,W 1 | P 61,61,14.07.2019
VW 47,Alan Walker| Sabrina Carpenter &amp; Farruko</b><br/>On My Way</a>,W 16 | P 34,62,14.07.2019
VW 69,Bad Bunny &amp; Tainy</b><br/>Callaita</a>,W 4 | P 63,63,14.07.2019
VW 59,Sech feat. Darell</b><br/>Otro trago</a>,W 7 | P 54,64,14.07.2019
VW 53,Avicii</b><br/>Heaven</a>,W 5 | P 11,65,14.07.2019
VW 76,Lauren Daigle</b><br/>You Say</a>,W 10 | P 66,66,14.07.2019
VW 61,Maluma</b><br/>11 PM</a>,W 8 | P 50,67,14.07.2019
neu,Younotus &amp; Janieck &amp; Senex</b><br/>Narcotic</a>,W 1 | P 68,68,14.07.2019
VW 73,Mabel [UK]</b><br/>Mad Love</a>,W 3 | P 69,69,14.07.2019
VW 75,Tiësto| Jonas Blue &amp; Rita Ora</b><br/>Ritual</a>,W 4 | P 56,70,14.07.2019
VW 56,Luciano [DE]</b><br/>La haine</a>,W 6 | P 4,71,14.07.2019
VW 71,Ariana Grande</b><br/>7 Rings</a>,W 25 | P 1,72,14.07.2019
VW 70,James Arthur</b><br/>Falling Like The Stars</a>,W 7 | P 28,73,14.07.2019
VW 65,Patent Ochsner</b><br/>Für immer uf di</a>,W 19 | P 2,74,14.07.2019
VW 87,Rammstein</b><br/>Deutschland</a>,W 15 | P 1,75,14.07.2019
re,Miley Cyrus</b><br/>Mother's Daughter</a>,W 4 | P 48,76,14.07.2019
VW 74,Robin Schulz feat. Erika Sirola</b><br/>Speechless</a>,W 33 | P 9,77,14.07.2019
VW 67,Sarah Connor</b><br/>Vincent</a>,W 6 | P 38,78,14.07.2019
re,Loredana</b><br/>Labyrinth</a>,W 4 | P 17,79,14.07.2019
VW 94,Lo &amp; Leduc</b><br/>079</a>,W 75 | P 1,80,14.07.2019
VW 93,Angèle</b><br/>Balance ton quoi</a>,W 13 | P 33,81,14.07.2019
VW 90,Aya Nakamura</b><br/>Pookie</a>,W 5 | P 82,82,14.07.2019
VW 99,Billie Eilish</b><br/>When The Party's Over</a>,W 38 | P 23,83,14.07.2019
VW 92,Juju feat. Henning May</b><br/>Vermissen</a>,W 10 | P 13,84,14.07.2019
re,Sam Smith</b><br/>Fire On Fire</a>,W 9 | P 35,85,14.07.2019
VW 81,Loud Luxury feat. Brando</b><br/>Body</a>,W 55 | P 15,86,14.07.2019
VW 83,Capital Bra feat. Summer Cem &amp; KC Rebell</b><br/>Rolex</a>,W 13 | P 1,87,14.07.2019
VW 95,Dermot Kennedy</b><br/>Power Over Me</a>,W 23 | P 29,88,14.07.2019
VW 89,Luis Fonsi feat. Daddy Yankee</b><br/>Despacito</a>,W 100 | P 1,89,14.07.2019
re,Marshmello &amp; Bastille</b><br/>Happier</a>,W 43 | P 10,90,14.07.2019
VW 88,Capital Bra</b><br/>Cherry Lady</a>,W 16 | P 1,91,14.07.2019
VW 63,Lo &amp; Leduc</b><br/>Online</a>,W 3 | P 8,92,14.07.2019
VW 77,Jax Jones &amp; Martin Solveig present Europa feat. Madison Beer</b><br/>All Day And Night</a>,W 5 | P 77,93,14.07.2019
neu,Benji &amp; Fede</b><br/>Dove e quando</a>,W 1 | P 94,94,14.07.2019
re,Dennis Lloyd</b><br/>Nevermind</a>,W 57 | P 2,95,14.07.2019
re,Queen</b><br/>Bohemian Rhapsody</a>,W 59 | P 4,96,14.07.2019
VW 79,J-Ax</b><br/>Ostia lido</a>,W 2 | P 79,97,14.07.2019
neu,Y2K &amp; bbno$</b><br/>Lalala</a>,W 1 | P 98,98,14.07.2019
VW 45,Dardan feat. Eno</b><br/>Wer macht Para 2</a>,W 3 | P 14,99,14.07.2019
VW 72,Lunay</b><br/>Soltera</a>,W 9 | P 58,100,14.07.2019
VW 1,Shawn Mendes &amp; Camila Cabello</b><br/>Señorita</a>,W 4 | P 1,1,21.07.2019
VW 2,Lil Nas X</b><br/>Old Town Road</a>,W 17 | P 1,2,21.07.2019
VW 3,Ed Sheeran &amp; Justin Bieber</b><br/>I Don't Care</a>,W 10 | P 1,3,21.07.2019
VW 8,Billie Eilish</b><br/>Bad Guy</a>,W 16 | P 2,4,21.07.2019
VW 5,DJ Snake &amp; J Balvin feat. Tyga</b><br/>Loco contigo</a>,W 5 | P 5,5,21.07.2019
neu,Samra x Capital Bra</b><br/>Zombie</a>,W 1 | P 6,6,21.07.2019
VW 14,Ed Sheeran feat. Khalid</b><br/>Beautiful People</a>,W 3 | P 7,7,21.07.2019
VW 6,Luca Hänni</b><br/>She Got Me</a>,W 19 | P 1,8,21.07.2019
neu,Shindy</b><br/>Raffaello</a>,W 1 | P 9,9,21.07.2019
VW 9,Meduza feat. Goodboys</b><br/>Piece Of Your Heart</a>,W 10 | P 9,10,21.07.2019
VW 7,Capital Bra x Samra</b><br/>Tilidin</a>,W 4 | P 1,11,21.07.2019
VW 11,Lewis Capaldi</b><br/>Someone You Loved</a>,W 26 | P 3,12,21.07.2019
VW 10,Daddy Yankee feat. Snow</b><br/>Con calma</a>,W 25 | P 2,13,21.07.2019
VW 13,Maître Gims &amp; Maluma</b><br/>Hola señorita</a>,W 11 | P 13,14,21.07.2019
VW 4,Loredana</b><br/>Jetzt rufst du an</a>,W 2 | P 4,15,21.07.2019
VW 16,Lady Gaga &amp; Bradley Cooper</b><br/>Shallow</a>,W 42 | P 1,16,21.07.2019
VW 15,Pedro Capó</b><br/>Calma</a>,W 29 | P 2,17,21.07.2019
VW 12,Post Malone feat. Young Thug</b><br/>Goodbyes</a>,W 2 | P 12,18,21.07.2019
neu,Ed Sheeran feat. Camila Cabello &amp; Cardi B</b><br/>South Of The Border</a>,W 1 | P 19,19,21.07.2019
VW 17,Loco Escrito</b><br/>Punto</a>,W 12 | P 2,20,21.07.2019
neu,Shindy</b><br/>Babygirl</a>,W 1 | P 21,21,21.07.2019
neu,Sido feat. Luciano</b><br/>Energie</a>,W 1 | P 22,22,21.07.2019
VW 22,Mahmood</b><br/>Soldi</a>,W 21 | P 5,23,21.07.2019
VW 26,OneRepublic</b><br/>Rescue Me</a>,W 9 | P 24,24,21.07.2019
VW 18,Samra &amp; Capital Bra</b><br/>Wieder Lila</a>,W 9 | P 2,25,21.07.2019
VW 24,Lady Gaga</b><br/>Always Remember Us This Way</a>,W 41 | P 7,26,21.07.2019
neu,Shindy</b><br/>Babyblau</a>,W 1 | P 27,27,21.07.2019
